,Unnamed: 0,ac_adapter,audio_ports,backlit_keyboard,battery,bluetooth,brand,card_reader,color,color_gamut,core_name,cpu,cpu_l3_cache,cpu_speed,cpu_type,date_first_available,dimensions_(w_x_d_h),display_type,gpu/vpu,graphic_type,graphics_card,hdd,hdmi,keyboard,lcd_features,memory,memory_slot_(available),memory_slot_(total),memory_spec,model,number_of_cores,operating_system,optical_drive_type,other_features,panel,part_number,price,resolution,screen,screen_size,series,ssd,storage,storage_spec,style,touchscreen,turbo_frequency,type,usage,usb,video_memory,webcam,weight,wide_screen_support,wifi_generation,wlan,audio,battery_life,ethernet,lan,max_memory_supported,memory_speed,speaker,thunderbolt,optical_drive_spec,touchpad,package_content,parts,pointing_stick,communication,labor,package_type,memory_type,refresh_rate,virtual_reality_ready,optical_drive,other_port,smart_cache,docking_connector,video_port,software_included,service,chipset,cpu_support,accidental_damage_warranty,cpu_l2_cache,tech,hdd_interface,hdd_rpm,bezel_design,thunderbolt_3,optical_drive_interface,nfc_supported,laptop_name,graphics_card_score,cpu_score,cpu_type_speed,ram,storage_score,hdd_score,resolution_score,screen_size_score
127,127,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,722547.2000000001,3456x2160,,"15.6""",XPS 15,8 TB,,8TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,8192.0,,7464960,15.6
128,128,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,519910.4,3456x2160,,"15.6""",XPS 15,4 TB,,4TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,4096.0,,7464960,15.6
129,129,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,497236.8000000001,3456x2160,,"15.6""",XPS 15,2 TB,,2TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,2048.0,,7464960,15.6
130,130,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,626188.8,3456x2160,,"15.6""",XPS 15,4 TB,,2x2TB PCIe SSD (4TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,4096.0,,7464960,15.6
131,131,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,824574.4,3456x2160,,"15.6""",XPS 15,8 TB,,8TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,8192.0,,7464960,15.6
132,132,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,505740.8000000001,3456x2160,,"15.6""",XPS 15,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,7464960,15.6
133,133,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,565256.0,3456x2160,,"15.6""",XPS 15,2 TB,,2TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,7464960,15.6
134,134,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,456144.0,3456x2160,,"15.6""",XPS 15,1 TB,,1TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,1024.0,,7464960,15.6
135,135,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,461812.8000000001,3456x2160,,"15.6""",XPS 15,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,2048.0,,7464960,15.6
136,136,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,388126.4,3456x2160,,"15.6""",XPS 15,1 TB,,1TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,1024.0,,7464960,15.6
137,137,65-watt AC Adapter,Mic-in/Headphone-out Combo,Backlit,3 cell (52Whr) Li-Polymer,Bluetooth 5.1 (2x2),msi,Micro SD,Carbon Gray,45% NTSC,Tiger Lake,Intel Core i7-1195G7 2.90 GHz,12 MB,1195G7 (2.90GHz),Intel Core i7 11th Gen,"November 01, 2021","14.05"" x 9.20"" x 0.67""",Full HD,Intel Iris Xe Graphics,Integrated Card,Intel Iris Xe Graphics,,1 x HDMI (4K @ 30Hz),White backlight 84 Key,IPS-Level 60 Hz 45% NTSC Thin Bezel,16GB,0.0,2.0,8 GB x 2,Modern 15 A11MU-681,Quad-core Processor,Windows 10 Home 64-bit,No,,IPS,,155364.80000000002,1920 x 1080,"15.6"" IPS","15.6""",,512 GB NVMe,512 GB NVMe SSD,,Thin and Light,No,Up to 5.00 GHz,home_personal,Business,1 x USB 3.2 Gen 2 Type-C2 x USB 3.2 Gen 2 Type-A1 x USB 2.0,Shared system memory,720p HD Webcam,3.52 lbs.,Yes,Wi-Fi 6,Intel Harrison Peak (2x2 802.11 ax),,,,,64 GB,DDR4 2666,Speakers 2W x 2,,,Multi Touch,,,,,,,,,,,,,,,,,,,,,,,,Thin,,,,Modern 15 A11MU-681,2831.0,11631.0,Intel Core i7 11th Gen 1195G7 (2.90GHz),16.0,512.0,,2073600,15.6
138,138,,1 x Headphone/Microphone Combo Jack,Backlit,Lithium Ion,Bluetooth 5.0,acer,,Pure Silver,,,AMD Ryzen 5 5500U 2.10 GHz,8 MB,5500U (2.10GHz),AMD Ryzen 5 5000 Series,"April 08, 2021","14.31"" x 9.86"" x 0.71""",Full HD,AMD Radeon Graphics,Integrated Card,AMD Radeon Graphics,,1 x HDMI 2.0 with HDCP support,,Acer ComfyView LED-backlit IPS Display,8GB,1.0,1.0,8 GB onboard,A515-45-R2B5,6-core Processor,Windows 10 Home 64-bit,No,Acer Fingerprint Reader supporting Windows Hello,IPS,NX.A82AA.002,98216.0,1920 x 1080,"15.6"" IPS","15.6""",Aspire 5,512 GB NVMe,512 GB NVMe SSD,1 x Available Hard Drive Bay,Thin and Light,No,Up to 4.00 GHz,home_personal,Consumer,1 x USB 3.2 Gen 1 Type-C (up to 5 Gbps)2 x USB 3.2 Gen 1 (one with Power-off Charging)1 x USB 2.0,Shared system memory,HD Webcam (1280 x 720),3.88 lbs.,Yes,Wi-Fi 5,802.11ac WiFi 5 (Dual-Band 2.4GHz and 5GHz),,Up to 11 hours battery life,1 x RJ-45 (1Gbps),10/100/1000Mbps,24 GB (8 GB onboard + 16 GB x 1),,,,,"Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands",LaptopAC Adapter & Power CordHard Drive Upgrade Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspire 5 A515-45-R2B5,2500.0,13236.0,AMD Ryzen 5 5000 Series 5500U (2.10GHz),8.0,512.0,,2073600,15.6
139,139,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Yes,toshiba,Yes,Black,,,,2MB Cache,1.80GHz,Intel Celeron,"December 25, 2021",,,Intel HD Graphics 610,Integrated Card,,,1 x HDMI,Standard,,4GB,,,,,,Windows 11 Pro,No,,,,79704.0,1366 x 768,,"15.6""",Dynabook Tecra A50-F,128 GB,,128GB SATA SSD,Standard,No,,work_business,,,,Yes,,,,Wi-Fi 6 AX200,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Dynabook Tecra A50-F,671.0,2735.0,Intel Celeron 1.80GHz,4.0,128.0,,1049088,15.6
140,140,,1 x Headphone/Microphone Combo Jack,Non-backlit,,Yes,toshiba,Yes,Black,,,,2MB Cache,1.80GHz,Intel Celeron,"December 25, 2021",,,Intel HD Graphics 610,Integrated Card,,,1 x HDMI,Standard,,4GB,,,,,,Windows 10 Pro,No,,,,72617.6,1366 x 768,,"15.6""",Dynabook Tecra A50-F,128 GB,,128GB SATA SSD,Standard,No,,work_business,,,,Yes,,,,Wi-Fi 6 AX200,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Dynabook Tecra A50-F,671.0,2735.0,Intel Celeron 1.80GHz,4.0,128.0,,1049088,15.6
141,141,,Combo,Backlit,,Bluetooth 5.2,hp,Yes,Black,,,,8MB Cache,1.80GHz,AMD Ryzen 7 5000 Series,"December 25, 2021",,,AMD Radeon Graphics,Integrated Card,,,1,Full Size (10 Key),,8GB,,,,,8-core Processor,Windows 11 Home,No,,,,120321.6,1920x1080,,"15.6""",ENVY x360 15,256 GB,,256GB PCIe SSD,Convertible,Yes,4.3 GHz,work_business,,,,Yes,,,,802.11ax,,,,,,DDR4,,,,,,,Yes,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,ENVY x360 15,2500.0,16380.0,AMD Ryzen 7 5000 Series 1.80GHz,8.0,256.0,,2073600,15.6
142,142,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,asus,Micro SD,Gray,,,,16MB Cache,3.10GHz,AMD Ryzen 9 5000 Series,"December 24, 2021",,,NVIDIA GeForce RTX 3080 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,315852.80000000005,2560 x 1440,,"15.6""",ROG Zephyrus G15,1 TB,,1TB PCIe SSD,Standard,No,4.6 GHz,gaming,,,,No,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,165Hz,,,,,,,,,,,,,,,,,,,,ROG Zephyrus G15,16396.0,22337.0,AMD Ryzen 9 5000 Series 3.10GHz,16.0,1024.0,,3686400,15.6
143,143,150W Slim,1 x Headphone/Microphone Combo Jack,Backlit,"4 cell, 53 Whr Li-Polymer",Bluetooth 5.1,msi,,Titanium Gray,72% NTSC,Tiger Lake,Intel Core i7-11800H 2.30 GHz,24 MB,11800 H (2.30GHz),Intel Core i7 11th Gen,"December 24, 2021","15.68"" x 10.76"" x 0.95""",Full HD,NVIDIA GeForce RTX 3050 Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3050 Laptop GPU,,1 x HDMI (4K @ 60Hz),Single zone RGB keyboard with Anti-Ghost key (99 Key),"Thin Bezel, IPS-Level 144 Hz, 72% NTSC",16GB,0.0,2.0,8 GB x 2,Crosshair 17 A11UCK-646,8-core Processor,Windows 11 Home 64-bit,No,,IPS,,203692.8,1920 x 1080,"17.3"" 144 Hz IPS","17.3""",,512 GB NVMe,512 GB NVMe SSD,,Standard,No,Up to 4.60 GHz,gaming,Consumer,1 x USB 3.2 Gen 1 Type-C2 x USB 3.2 Gen 1 Type-A1 x USB 2.0,4GB,720p HD Webcam,5.07 lbs.,Yes,Wi-Fi 6,Intel Wi-Fi 6 AX201 (2x2 ax),,,,10/100/1000Mbps,64 GB,DDR4 3200,2W x 2,,,Multi Touch,,,,,,,,144 Hz,,,,,,,,,Intel HM570,,,,,,,Thin,,,,Crosshair 17 A11UCK-646,9097.0,21632.0,Intel Core i7 11th Gen 11800 H (2.30GHz),16.0,512.0,,2073600,17.3
144,144,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,dell,No,Dark Gray,,,,16MB Cache,5900HX (3.30GHz),AMD Ryzen 9 5000 Series,"December 24, 2021",,,NVIDIA GeForce RTX 3070 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 11 Home,No Optical Drive,,,,290897.60000000003,1920 x 1080,,"15.6""",Alienware M15 R5,1 TB,,1TB PCIe SSD,Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX1650,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,360Hz,Yes,,,,,,,,,,,,,,,,,,,Alienware M15 R5,14736.0,23311.0,AMD Ryzen 9 5000 Series 5900HX (3.30GHz),16.0,1024.0,,2073600,15.6
145,145,230W Slim,Mic-in/Headphone-out Combo,Backlit,4 cell (99.9Whr) Li-Polymer,Bluetooth 5.2,msi,SD UHS-III,Core Black,100% Adobe RGB,Tiger Lake,Intel Core i7-11800H 2.30 GHz,24 MB,11800 H (2.30GHz),Intel Core i7 11th Gen,"December 24, 2021","15.59"" x 10.21"" x 0.80""",,NVIDIA GeForce RTX 3080 Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3080 Laptop GPU,,1 x HDMI (8K @ 60Hz),White backlight keyboard (102 Key),120 Hz 100% Adobe RGB,32GB,0.0,2.0,16 GB x 2,Creator 17 B11UH-496,8-core Processor,Windows 10 Pro 64-bit,No,,,,538779.2000000001,3840 x 2160,"17.3"" 4K/UHD 120 Hz","17.3"" 4K / UHD",,1 TB NVMe,1 TB NVMe SSD,,Thin and Light,No,Up to 4.60 GHz,gaming,Business,1 x USB 3.2 Gen 2 Type-C2 x USB 3.2 Gen 2 Type-A,16GB,IR 720p HD Webcam,5.40 lbs.,Yes,Wi-Fi 6E,Killer WiFi 6E AX1675 (2x2),,,,INTEL/I225-V (SLN9D),64 GB,DDR4 3200,Speakers 2W x 2,1 x Thunderbolt 4,,Silky Glass Multi Touch with Stand Alone Finger print reader,,,,,,,,,,,,,,,,,Intel HM570,,,,,,,,,,,Creator 17 B11UH-496,16396.0,21632.0,Intel Core i7 11th Gen 11800 H (2.30GHz),32.0,1024.0,,8294400,17.3
146,146,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,dell,No,Grey,,,,16MB Cache,3.20GHz,AMD Ryzen 7,"December 24, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,8GB,,,,,8-core Processor,Windows 11 Home,No Optical Drive,,,,173062.40000000002,1920 x 1080,,"15.6""",G15,512 GB,,512GB PCIe SSD,Standard,No,4.4 GHz,gaming,,,,Yes,,,,Wi-Fi 6 AX1650,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,120 Hz,,,,,,,,,,,,,,,,,,,,G15,9367.0,21653.0,AMD Ryzen 7 3.20GHz,8.0,512.0,,2073600,15.6
147,147,230W Slim,1 x Headphone/Microphone Combo Jack (Hi-Res Audio),Backlit,4 cell (99.9Whr) Li-Polymer,Bluetooth 5.2,msi,,Black,100% DCI-P3,Tiger Lake,Intel Core i7-11800H 2.30 GHz,24 MB,11800 H (2.30GHz),Intel Core i7 11th Gen,"December 24, 2021","14.11"" x 9.76"" x 0.78""",,NVIDIA GeForce RTX 3080 Laptop GPU,Dedicated Card,NVIDIA GeForce RTX 3080 Laptop GPU,,1 x HDMI (4K@120Hz / 8K@60Hz),Per key RGB backlight KB (84 Key),"UHD OLED 4K Thin Bezel, 100% DCI-P3",16GB,0.0,2.0,8 GB x 2,Creator 15 A11UH-631,8-core Processor,Windows 10 Pro 64-bit (Free upgrade to Win 11),No,,OLED,,424180.8000000001,3840 x 2160,"15.6"" 4K/UHD OLED","15.6"" 4K / UHD",,1 TB NVMe,1 TB NVMe SSD,,Thin and Light,No,,gaming,Business,1 x USB 3.2 Gen 2 Type-C w/ DP3 x USB 3.2 Gen 2 Type-A,8GB,IR 720p HD Webcam,4.62 lbs.,Yes,Killer WiFi 6E AX1675 (2x2),802.11ax  Wireless LAN,,,,Killer E3100 2.5GbE,64 GB,DDR4 3200,Speakers 2W x 2,1 x Thunderbolt 4,,Silky Glass Multi Touch with Finger print reader,,,,,,,,,,,,,,,,,Intel HM570,,,,,,,Thin,,,,Creator 15 A11UH-631,16396.0,21632.0,Intel Core i7 11th Gen 11800 H (2.30GHz),16.0,1024.0,,8294400,15.6
148,148,,1 x 3.5mm Combo Jack,,,Bluetooth 4.2,hp,,,,Kaby Lake,Intel Core i7-7600U 2.80 GHz,4 MB,7600U (2.80GHz),Intel Core i7 7th Gen,"December 23, 2021","13.30"" x 9.33"" x 0.74""",Full HD,Intel HD Graphics 620,Integrated Card,Intel HD Graphics 620,,,,,16GB,,,,840 G4,Dual-core Processor,Windows 10 Pro 64-bit,,Grade A,,1LN64UC#ABA,84134.40000000001,1920 x 1080,"14"" Touchscreen","14.0""",EliteBook,512 GB,512 GB SSD,,Standard,Yes,,work_business,Business,2 x USB 3.01 x USB Type-C,Shared system memory,,3.75 lbs.,Yes,Wi-Fi 5,Intel Dual Band Wireless-AC 8265 802.11 a/b/g/n/ac (2x2) Wi-Fi,,,1 x RJ-45,,,DDR4 2133,,,,,,,,,,,,,,,,,1.0,"1 x VGA, 1 x DisplayPort",,,,,,,,,,,,,,EliteBook 840 G4,919.0,3608.0,Intel Core i7 7th Gen 7600U (2.80GHz),16.0,512.0,,2073600,14.0
149,149,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,hp,SDXC,Black,,,,16MB Cache,3.20GHz,AMD Ryzen 7,"December 23, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,203776.0,1920 x 1080,,"16.1""",OMEN 16,512 GB,,512GB PCIe SSD,Standard,No,4.4 GHz,gaming,,,,Yes,,,,802.11ax  Wireless LAN,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,144 Hz,,,,,,,,,,,,,,,,,,,,OMEN 16,9367.0,21653.0,AMD Ryzen 7 3.20GHz,16.0,512.0,,2073600,16.1
150,150,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,msi,Yes,Carbon Gray,,,,12MB Cache,2.90GHz,Intel Core i7 11th Gen,"December 23, 2021",,,Intel Iris Xe Graphics,Integrated Card,,,1x HDMI (4K),Standard,,16GB,,,,,,Windows 10 Home,No,,,,126529.6,1920 x 1080,,"15.6""",Modern 15,512 GB,,512GB PCIe SSD,Standard,No,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,Modern 15,2831.0,11631.0,Intel Core i7 11th Gen 2.90GHz,16.0,512.0,,2073600,15.6
151,151,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,No,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 23, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 10 Pro,No Optical Drive,,,,563483.2000000001,3840 x 2160,,"15.6""",Creator 15,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,Yes,,,,,,,,,,,,,,,,,,,Creator 15,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,8192.0,,8294400,15.6
152,152,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.1,asus,SDXC,Gray,,,,12MB Cache,2.60GHz,Intel Core i7 10th Gen,"December 23, 2021",,,NVIDIA GeForce GTX 1650 Ti,Dedicated Card,,,1 x HDMI,Full Size (10 Key),,16GB,,,,,,Windows 10 Pro,No,,,,242278.4,3840 x 2160,,"15.6""",ZenBook Pro 15,1 TB,,1TB PCIe SSD,Standard,Yes,5 GHz,work_business,,,,Yes,,,,Wi-Fi 6 AX201,,,,,,DDR4,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,ZenBook Pro 15,7455.0,12451.0,Intel Core i7 10th Gen 2.60GHz,16.0,1024.0,,8294400,15.6
153,153,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,No,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 23, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,425771.2,3840 x 2160,,"15.6""",Creator 15,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,Yes,,,,,,,,,,,,,,,,,,,Creator 15,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,2048.0,,8294400,15.6
154,154,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,No,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 23, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 11 Pro,No Optical Drive,,,,378920.0,3840 x 2160,,"15.6""",Creator 15,1 TB,,2x1TB PCIe SSD RAID 1  (1TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,Yes,,,,,,,,,,,,,,,,,,,Creator 15,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,1024.0,,8294400,15.6
155,155,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,No,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 23, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,16GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,539347.2000000001,3840 x 2160,,"15.6""",Creator 15,8 TB,,2x4TB PCIe SSD RAID 0  (8TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,Yes,,,,,,,,,,,,,,,,,,,Creator 15,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,8192.0,,8294400,15.6
156,156,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,No,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 23, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,64GB,,,,,8-core Processor,Windows 10 Home,No Optical Drive,,,,527990.4,3840 x 2160,,"15.6""",Creator 15,4 TB,,2x2TB PCIe SSD RAID 0  (4TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,Yes,,,,,,,,,,,,,,,,,,,Creator 15,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,4096.0,,8294400,15.6
157,157,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,msi,No,Black,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 23, 2021",,,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,,,1 x HDMI,Standard,,32GB,,,,,8-core Processor,Windows 11 Home,No Optical Drive,,,,466942.4,3840 x 2160,,"15.6""",Creator 15,2 TB,,2x2TB PCIe SSD RAID 1  (2TB available storage),Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Fi 6E AX1675,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,60Hz,Yes,,,,,,,,,,,,,,,,,,,Creator 15,12435.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,2048.0,,8294400,15.6
