,Unnamed: 0,ac_adapter,audio_ports,backlit_keyboard,battery,bluetooth,brand,card_reader,color,color_gamut,core_name,cpu,cpu_l3_cache,cpu_speed,cpu_type,date_first_available,dimensions_(w_x_d_h),display_type,gpu/vpu,graphic_type,graphics_card,hdd,hdmi,keyboard,lcd_features,memory,memory_slot_(available),memory_slot_(total),memory_spec,model,number_of_cores,operating_system,optical_drive_type,other_features,panel,part_number,price,resolution,screen,screen_size,series,ssd,storage,storage_spec,style,touchscreen,turbo_frequency,type,usage,usb,video_memory,webcam,weight,wide_screen_support,wifi_generation,wlan,audio,battery_life,ethernet,lan,max_memory_supported,memory_speed,speaker,thunderbolt,optical_drive_spec,touchpad,package_content,parts,pointing_stick,communication,labor,package_type,memory_type,refresh_rate,virtual_reality_ready,optical_drive,other_port,smart_cache,docking_connector,video_port,software_included,service,chipset,cpu_support,accidental_damage_warranty,cpu_l2_cache,tech,hdd_interface,hdd_rpm,bezel_design,thunderbolt_3,optical_drive_interface,nfc_supported,laptop_name,graphics_card_score,cpu_score,cpu_type_speed,ram,storage_score,hdd_score,resolution_score,screen_size_score
91,91,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,541166.4,3456x2160,,"15.6""",XPS 15,2 TB,,2TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,7464960,15.6
92,92,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,746636.8,3456x2160,,"15.6""",XPS 15,8 TB,,8TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,8192.0,,7464960,15.6
93,93,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,780644.8,3456x2160,,"15.6""",XPS 15,8 TB,,8TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,8192.0,,7464960,15.6
94,94,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,739552.0,3456x2160,,"15.6""",XPS 15,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,8192.0,,7464960,15.6
95,95,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,1193004.8,3456x2160,,"15.6""",XPS 15,16 TB,,2x8TB PCIe SSD (16TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,16384.0,,7464960,15.6
96,96,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,412214.4,3456x2160,,"15.6""",XPS 15,1 TB,,1TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,1024.0,,7464960,15.6
97,97,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,427803.2,3456x2160,,"15.6""",XPS 15,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,2048.0,,7464960,15.6
98,98,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,637524.8,3456x2160,,"15.6""",XPS 15,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,8192.0,,7464960,15.6
99,99,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,483067.2,3456x2160,,"15.6""",XPS 15,1 TB,,2x512GB PCIe SSD (1TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,1024.0,,7464960,15.6
100,100,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,437721.6,3456x2160,,"15.6""",XPS 15,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,2048.0,,7464960,15.6
101,101,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,621937.6,3456x2160,,"15.6""",XPS 15,4 TB,,4TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,4096.0,,7464960,15.6
102,102,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,848664.0,3456x2160,,"15.6""",XPS 15,8 TB,,8TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,8192.0,,7464960,15.6
103,103,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,524161.6,3456x2160,,"15.6""",XPS 15,4 TB,,2x2TB PCIe SSD (4TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,4096.0,,7464960,15.6
104,104,65-watt AC Adapter,1 x Headphone/Microphone Combo Jack,Non-backlit,3-cell Lithium Ion,Bluetooth 5.0,lenovo,,Blue,,,Intel Core i7-1065G7,,1065G7 (1.30GHz),Intel Core i7 10th Gen,"October 18, 2021","11.07"" x 15.83"" x 0.78""",Full HD,Intel Iris Plus Graphics,Integrated Card,Intel Iris Plus Graphics,,1 x HDMI,Standard,In-plane Switching (IPS) Technology,20GB,0.0,1.0,16 GB x 1 + 4 GB x 1,3,Quad-core Processor,Windows 10 Pro,,Fingerprint reader,,,135044.80000000002,1920 x 1080,"17.3"" FHD Display","17.3""",IdeaPad,512 GB,512 GB,512GB NVMe SSD,,No,3.9GHz,home_personal,,"2x USB 3.2 Gen 1, 1x USB 2.0",,Yes,4 - 4.9 lbs.,Yes,,Wi-Fi 5 (802.11ac),Integrated Sound card,> 5 hours,,,20 GB,DDR4 2400,Integrated Stereo Speakers,,,Yes,,,,,,Retail,1 x SO-DIMM,,,,,,,1x HDMI,,,,8MB SmartCache,,,,,,,,,,IdeaPad 3,1856.0,8767.0,Intel Core i7 10th Gen 1065G7 (1.30GHz),20.0,512.0,,2073600,17.3
105,105,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,661614.4,3456x2160,,"15.6""",XPS 15,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,8192.0,,7464960,15.6
106,106,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,695622.4,3456x2160,,"15.6""",XPS 15,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,8192.0,,7464960,15.6
107,107,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,558169.6,3456x2160,,"15.6""",XPS 15,4 TB,,2x2TB PCIe SSD (4TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,4096.0,,7464960,15.6
108,108,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,529828.8,3456x2160,,"15.6""",XPS 15,4 TB,,4TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,4096.0,,7464960,15.6
109,109,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,378206.4,3456x2160,,"15.6""",XPS 15,1 TB,,1TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,1024.0,,7464960,15.6
110,110,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,480233.6,3456x2160,,"15.6""",XPS 15,1 TB,,1TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,1024.0,,7464960,15.6
111,111,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,1124985.6,3456x2160,,"15.6""",XPS 15,16 TB,,2x8TB PCIe SSD (16TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,16384.0,,7464960,15.6
112,112,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,495820.8000000001,3456x2160,,"15.6""",XPS 15,4 TB,,4TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,4096.0,,7464960,15.6
113,113,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,671532.8,3456x2160,,"15.6""",XPS 15,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,8192.0,,7464960,15.6
114,114,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,388126.4,3456x2160,,"15.6""",XPS 15,1 TB,,1TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,1024.0,,7464960,15.6
115,115,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,458979.2,3456x2160,,"15.6""",XPS 15,1 TB,,2x512GB PCIe SSD (1TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,1024.0,,7464960,15.6
116,116,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Home,No,,,,473147.2,3456x2160,,"15.6""",XPS 15,2 TB,,2TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,2048.0,,7464960,15.6
117,117,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,650278.4,3456x2160,,"15.6""",XPS 15,4 TB,,2x2TB PCIe SSD (4TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,4096.0,,7464960,15.6
118,118,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,1217092.8,3456x2160,,"15.6""",XPS 15,16 TB,,2x8TB PCIe SSD (16TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,16384.0,,7464960,15.6
119,119,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,439139.2,3456x2160,,"15.6""",XPS 15,2 TB,,2TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,2048.0,,7464960,15.6
120,120,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,32GB,,,,,,Windows 11 Pro,No,,,,582259.2000000001,3456x2160,,"15.6""",XPS 15,4 TB,,2x2TB PCIe SSD (4TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,32.0,4096.0,,7464960,15.6
121,121,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Home,No,,,,597848.0,3456x2160,,"15.6""",XPS 15,4 TB,,4TB PCIe SSD,Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,4096.0,,7464960,15.6
122,122,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,529828.8,3456x2160,,"15.6""",XPS 15,2 TB,,2x1TB PCIe SSD (2TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,2048.0,,7464960,15.6
123,123,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,548251.2000000001,3456x2160,,"15.6""",XPS 15,4 TB,,2x2TB PCIe SSD (4TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,4096.0,,7464960,15.6
124,124,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,Silver,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Home,No,,,,303104.0,1920x1200,,"15.6""",XPS 15,512 GB,,512GB PCIe SSD,Standard,No,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,512.0,,2304000,15.6
125,125,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,16GB,,,,,,Windows 11 Pro,No,,,,449059.2,3456x2160,,"15.6""",XPS 15,1 TB,,2x512GB PCIe SSD (1TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,16.0,1024.0,,7464960,15.6
126,126,,1 x Headphone/Microphone Combo Jack,Backlit,,Bluetooth 5.2,dell,SDXC,White,,,,24MB Cache,2.30GHz,Intel Core i7 11th Gen,"December 27, 2021",,,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,,,No,Standard,,64GB,,,,,,Windows 11 Pro,No,,,,763641.6000000001,3456x2160,,"15.6""",XPS 15,8 TB,,2x4TB PCIe SSD (8TB available storage),Standard,Yes,4.6 GHz,gaming,,,,Yes,,,,Wi-Ff 6 AX1650S,,,,,,DDR4,,,,,,,No,,,,SO-DIMM,,,,,,,,,,,,,,,,,,,,,XPS 15,9367.0,21632.0,Intel Core i7 11th Gen 2.30GHz,64.0,8192.0,,7464960,15.6
